id,category,turn_1_score,turn_2_score,turn_3_score,turn_4_score
84,1,1,4,3,3
85,1,1,3,4,2
86,1,2,4,5,4
87,1,1,1,3,5
88,1,1,1,3,1
89,1,1,1,1,1
90,1,1,3,3,3
91,1,1,1,2,3
92,1,4,5,4,5
93,1,1,2,1,1
94,1,1,3,1,1
95,1,1,1,1,1
96,1,1,1,1,1
97,1,1,4,3,3
98,1,1,1,1,1
99,2,3,3,3,3
100,2,3,2,3,4
101,2,3,2,4,3
102,2,1,2,1,3
103,2,2,4,2,4
104,2,3,3,3,5
105,2,3,3,3,5
106,2,3,1,3,3
107,2,3,3,3,2
108,2,3,3,3,5
109,2,1,3,3,3
110,2,3,4,4,1
111,2,2,3,5,5
112,2,2,3,4,5
113,2,3,4,4,4
114,2,1,4,3,3
115,2,3,3,1,1
116,2,3,4,3,5
117,2,3,3,5,5
118,2,3,3,5,4
119,2,3,3,2,5
120,2,3,5,5,5
121,2,3,4,1,1
122,2,3,4,5,5
123,2,2,4,4,3
124,2,2,3,3,4
125,2,3,3,4,5
126,2,3,4,4,4
127,2,3,3,4,5
128,2,3,3,4,3
129,2,2,2,4,5
130,2,3,3,3,3
131,2,2,2,5,2
132,2,2,4,3,4
133,2,2,3,5,5
134,2,3,3,5,5
135,2,2,3,5,4
136,2,3,3,4,4
137,2,3,4,4,2
138,2,3,2,4,3
139,2,3,4,2,1
140,2,2,3,4,5
141,2,2,3,3,4
142,2,3,3,3,2
143,2,3,3,4,5
144,2,3,4,4,4
145,2,3,3,5,5
146,2,3,4,3,4
147,2,2,4,3,3
148,2,3,4,3,4
149,2,3,4,5,5
150,2,3,3,5,4
151,2,3,2,4,5
152,2,3,4,4,4
153,2,3,4,4,4
154,2,3,4,3,1
155,2,1,3,1,2
156,2,2,3,3,5
157,2,3,3,3,4
158,2,3,5,5,5
159,2,3,3,4,3
160,2,2,3,1,3
161,2,3,3,5,4
162,2,2,5,4,5
163,2,2,2,3,4
164,2,3,4,3,2
165,2,3,5,3,5
166,2,3,3,4,5
167,2,3,2,2,4
168,2,3,3,2,3
169,2,1,3,3,3
170,2,3,3,4,4
171,2,3,4,3,3
172,2,3,4,4,4
173,2,3,3,1,2
174,2,3,3,1,5
175,2,3,2,3,2
176,2,3,4,2,4
177,2,2,3,3,5
178,2,3,3,3,4
179,2,1,3,2,5
180,2,3,3,2,3
181,2,3,4,4,4
182,2,3,3,5,5
183,2,3,3,4,5
184,2,3,2,1,1
185,2,3,3,4,3
186,2,3,4,4,3
187,2,2,3,2,3
188,2,2,3,5,4
189,2,2,3,4,5
190,2,2,3,4,3
191,2,3,3,4,4
192,2,3,3,4,5
193,2,3,4,5,4
194,2,4,5,4,3
195,2,3,3,3,1
196,2,2,4,1,3
197,2,2,3,3,5
198,3,1,3,4,5
199,3,1,4,1,3
200,3,2,1,3,3
201,3,3,1,4,5
202,3,1,3,1,2
203,3,1,3,4,4
204,3,3,4,3,4
205,3,1,4,5,5
206,3,1,4,1,4
207,3,3,3,2,5
208,3,1,1,3,2
209,3,1,3,3,1
210,3,5,4,1,2
211,3,1,2,2,2
212,3,3,4,2,1
213,3,3,5,5,4
214,3,2,4,3,5
215,3,4,1,5,4
216,3,1,4,5,5
217,3,1,3,3,3
218,3,3,4,5,4
219,3,3,5,5,5
220,3,1,4,4,2
221,3,2,3,4,3
222,3,3,3,5,5
223,3,5,5,5,5
224,3,1,1,1,1
225,3,3,4,4,5
226,3,3,2,5,4
227,3,2,4,3,4
228,3,1,3,4,5
229,3,1,4,2,3
230,3,4,1,3,3
231,3,5,5,4,5
232,3,2,4,2,5
233,3,3,4,4,4
234,3,3,4,4,4
235,3,1,3,2,3
236,3,4,5,5,4
237,3,1,3,4,2
238,3,3,5,5,4
239,3,1,1,2,1
240,3,5,4,3,4
241,3,2,3,5,5
242,3,2,3,1,4
243,3,3,2,3,3
244,3,4,5,4,5
245,3,5,5,5,5
246,3,1,4,4,5
247,3,1,3,3,5
248,3,2,4,5,5
249,3,1,2,1,3
250,3,3,4,5,5
251,3,1,3,2,1
252,3,2,5,4,1
253,3,3,4,3,1
254,3,1,1,3,1
255,3,5,4,4,4
256,3,5,3,5,5
257,3,5,5,5,1
258,3,2,4,5,5
259,3,2,5,3,1
260,3,5,5,5,5
261,3,5,4,4,4
262,3,1,3,1,4
263,3,2,2,2,3
264,3,3,4,5,4
265,3,1,1,2,1
266,3,2,3,5,3
267,3,2,5,5,3
268,3,4,5,3,3
269,3,2,4,5,5
270,3,5,5,4,3
271,3,5,5,5,5
272,3,1,1,4,4
273,3,5,5,5,5
274,3,1,3,3,3
275,3,1,3,5,5
276,3,2,4,4,2
277,3,4,3,4,3
278,3,2,2,4,5
279,3,5,5,5,5
280,3,1,4,1,2
281,3,1,4,4,5
282,3,4,3,3,2
283,3,1,1,1,3
284,3,5,5,3,3
285,3,2,4,2,4
286,3,4,5,5,1
287,3,2,1,1,1
288,3,2,1,1,1
289,3,4,4,5,5
290,3,2,5,5,5
291,3,3,5,5,5
292,3,5,5,5,5
293,3,5,5,5,5
294,3,1,3,3,3
295,4,1,3,1,1
296,4,1,3,3,5
297,4,1,2,3,3
298,4,1,1,1,1
299,4,3,3,3,5
300,4,1,3,3,3
301,4,1,1,1,1
302,4,1,3,1,1
303,4,2,3,2,3
304,4,1,1,2,3
305,4,3,3,4,5
306,4,1,1,1,1
307,4,1,1,3,3
308,4,1,3,4,5
309,4,2,4,3,5
310,4,1,3,3,5
311,4,1,3,3,4
312,4,1,1,1,1
313,4,2,3,3,5
314,4,1,3,3,1
315,4,1,2,4,5
316,4,1,3,5,4
317,4,1,3,3,3
318,4,1,3,3,4
319,4,2,4,2,3
320,4,1,3,3,3
321,4,1,3,2,4
322,4,2,3,3,3
323,4,1,3,3,3
324,4,2,3,3,4
325,4,2,3,3,3
326,4,1,3,4,3
327,4,3,4,4,5
328,4,1,1,5,5
329,4,1,1,1,1
330,4,1,1,3,3
331,4,1,3,4,3
332,4,1,3,5,4
333,4,3,3,5,5
334,4,1,3,3,3
335,4,2,3,4,3
336,4,3,4,5,5
337,4,1,4,4,4
338,4,1,3,4,4
339,4,1,3,2,5
340,4,2,3,4,5
341,4,1,3,3,4
342,4,1,3,3,3
343,4,2,3,4,3
344,4,3,4,4,3
345,4,3,3,4,4
346,4,1,3,3,4
347,4,1,3,4,5
348,4,2,1,4,3
349,4,3,3,5,5
350,4,1,4,3,4
351,4,1,3,1,1
352,4,1,4,3,4
353,4,1,3,3,3
354,4,1,3,4,4
355,4,2,3,4,3
356,4,1,3,3,3
357,4,1,2,5,5
358,4,1,3,3,4
359,4,3,3,4,4
360,4,2,3,3,3
361,4,1,3,4,4
362,4,1,3,3,2
363,4,1,4,5,5
364,4,1,3,3,5
365,4,1,3,3,4
366,4,1,4,5,4
367,4,3,3,3,1
368,4,1,1,1,2
369,4,3,5,5,2
370,4,2,3,3,4
371,4,1,5,5,3
372,4,3,3,4,4
373,4,1,3,3,3
374,4,1,3,3,3
375,5,3,3,3,3
376,5,3,3,4,4
377,5,3,3,4,3
378,5,3,3,4,5
379,5,3,3,3,4
380,5,2,3,4,4
381,5,3,3,1,4
382,5,1,1,3,3
383,5,1,3,2,3
384,5,1,3,4,5
385,5,4,3,4,5
386,5,1,3,3,3
387,5,2,1,1,3
388,5,2,3,5,4
389,5,1,2,3,3
390,5,1,4,5,5
391,5,1,3,3,5
392,5,1,1,1,4
393,5,1,3,3,3
394,5,3,4,5,5
395,5,1,3,2,3
396,5,2,4,4,4
397,5,1,3,3,4
398,5,1,3,3,4
399,5,2,3,4,4
400,5,3,3,5,5
401,5,1,3,2,3
402,5,3,3,3,2
403,5,2,3,4,4
404,5,1,1,3,3
405,5,1,3,3,3
406,5,3,3,5,5
407,5,3,3,4,2
408,5,3,5,5,5
409,5,1,3,3,2
410,5,1,4,5,5
411,5,1,3,2,1
412,5,1,3,4,5
413,5,3,4,3,5
414,5,1,3,3,2
415,5,1,3,3,3
416,5,1,3,3,4
417,5,3,5,5,3
418,5,1,3,3,4
419,5,1,3,3,4
420,5,1,3,3,5
421,5,1,3,3,4
422,5,1,3,5,1
423,5,2,4,5,4
424,5,3,2,4,5
425,5,1,3,2,4
426,5,1,3,4,4
427,5,2,4,5,5
428,5,1,2,3,4
429,5,1,3,3,3
430,5,3,3,3,5
431,5,3,3,4,4
432,5,2,3,4,3
433,5,3,3,4,1
434,5,3,3,3,5
435,5,1,3,3,2
436,5,2,3,3,4
437,5,3,3,4,5
438,5,2,3,2,5
439,5,1,3,4,5
440,5,2,3,4,3
441,5,1,3,5,5
442,5,1,1,3,4
443,5,3,4,4,5
444,5,1,3,4,5
445,5,2,1,3,1
446,5,1,3,5,5
447,5,1,4,4,4
448,5,3,3,1,3
449,5,1,1,3,3
450,5,2,3,5,5
451,5,3,4,5,3
452,5,2,5,5,5
453,5,3,3,3,4
454,5,2,4,3,4
455,5,3,3,3,3
456,5,2,5,4,5
457,5,3,3,3,3
458,5,3,3,3,4
459,5,1,2,3,4
460,5,1,3,5,4
461,5,3,1,2,2
462,5,2,3,2,4
463,5,3,3,5,5
464,5,3,3,3,4
465,5,1,3,3,4
